Country,County name,Municipality name,Locality code,Locality reference,"Population Dec 31, 2020","Land area in hectares,2020",Long,Lat
Sweden,ostergotland,atvidaberg,0561TB102,Bjorsater,391,72,16.02147966,58.33502305
Sweden,ostergotland,atvidaberg,0561TB103,Falerum,232,78,16.20202046,58.14502014
Sweden,ostergotland,atvidaberg,0561TB104,Grebo,1071,114,15.87115372,58.30284709
Sweden,ostergotland,atvidaberg,0561TC105,atvidaberg,6934,566,15.99546236,58.19933378
Sweden,ostergotland,Finspang,0562TB101,Borggard,259,47,15.55551456,58.72954587
Sweden,ostergotland,Finspang,0562TB102,Falla,448,74,15.74947732,58.68413613
Sweden,ostergotland,Finspang,0562TB104,Grytgol,323,86,15.55553576,58.8001296
Sweden,ostergotland,Finspang,0562TB105,Hallestad,322,89,15.57854762,58.73381697
Sweden,ostergotland,Finspang,0562TB107,Igelfors,221,39,15.69615051,58.84637148
Sweden,ostergotland,Finspang,0562TB108,Ljusfallshammar,318,72,15.49459301,58.78529863
Sweden,ostergotland,Finspang,0562TB109,Lotorp,660,97,15.8229612,58.73668877
Sweden,ostergotland,Finspang,0562TB110,Butbro,283,39,15.8432455,58.71339759
Sweden,ostergotland,Finspang,0562TB111,Rejmyre,884,127,15.92943816,58.83077668
Sweden,ostergotland,Finspang,0562TB112,Sonstorp,430,66,15.63544788,58.72100885
Sweden,ostergotland,Finspang,0562TC103,Finspang,13261,806,15.76259236,58.70507858
Sweden,ostergotland,Valdemarsvik,0563TB101,Gryt,332,286,16.82488283,58.19134259
Sweden,ostergotland,Valdemarsvik,0563TB102,Gusum,1110,127,16.50124864,58.26836965
Sweden,ostergotland,Valdemarsvik,0563TB103,Ringarum,606,122,16.44581496,58.33474651
Sweden,ostergotland,Valdemarsvik,0563TC104,Valdemarsvik,2751,265,16.5900543,58.20599478
Sweden,ostergotland,Linkoping,0580TB101,Askeby,499,58,15.85067119,58.40765241
Sweden,ostergotland,Linkoping,0580TB102,Bankekind,495,48,15.82615328,58.37602921
Sweden,ostergotland,Linkoping,0580TB103,Bergs slussar,1276,112,15.52679306,58.4873134
Sweden,ostergotland,Linkoping,0580TB104,Bestorp,513,95,15.73033529,58.23401867
Sweden,ostergotland,Linkoping,0580TB105,Brokind,539,80,15.67936725,58.21663528
Sweden,ostergotland,Linkoping,0580TB106,Ekangen,2698,177,15.64049644,58.46964974
Sweden,ostergotland,Linkoping,0580TB107,Gistad,298,53,15.88467796,58.46826074
Sweden,ostergotland,Linkoping,0580TB109,Krange,253,52,15.46624252,58.4428975
Sweden,ostergotland,Linkoping,0580TB110,Linghem,3186,199,15.78922223,58.43069608
Sweden,ostergotland,Linkoping,0580TB112,Ljungsbro,6785,454,15.50489609,58.50664546
Sweden,ostergotland,Linkoping,0580TB113,Malmslatt,4963,272,15.51106211,58.41638483
Sweden,ostergotland,Linkoping,0580TB114,Nykil,396,50,15.44721132,58.28710886
Sweden,ostergotland,Linkoping,0580TB115,Rappestad,249,43,15.42039473,58.40205209
Sweden,ostergotland,Linkoping,0580TB116,Sjogestad,279,32,15.36978252,58.36448301
Sweden,ostergotland,Linkoping,0580TB117,Skeda udde,401,37,15.5605275,58.29040872
Sweden,ostergotland,Linkoping,0580TB118,Slaka,557,113,15.56246614,58.3645946
Sweden,ostergotland,Linkoping,0580TB119,Sturefors,3291,180,15.72259827,58.33539519
Sweden,ostergotland,Linkoping,0580TB120,Tallboda,3334,387,15.68236246,58.42440958
Sweden,ostergotland,Linkoping,0580TB122,Vikingstad,2485,177,15.4330568,58.38296226
Sweden,ostergotland,Linkoping,0580TB123,Vasterlosa,232,43,15.34509691,58.42013059
Sweden,ostergotland,Linkoping,0580TB140,Maspelosa,215,29,15.42252536,58.4899972
Sweden,ostergotland,Linkoping,0580TC111,Linkoping,115682,3743,15.62637006,58.39861106
Sweden,ostergotland,Norrkoping,0581TB103,Eksund,499,60,16.08436491,58.59052696
Sweden,ostergotland,Norrkoping,0581TB105,Djuron,306,56,16.34717972,58.62709654
Sweden,ostergotland,Norrkoping,0581TB106,Graversfors,628,148,16.14854693,58.69146189
Sweden,ostergotland,Norrkoping,0581TB107,Herstadberg,237,37,16.17788508,58.62670226
Sweden,ostergotland,Norrkoping,0581TB109,Kimstad,1642,166,15.96593011,58.54608081
Sweden,ostergotland,Norrkoping,0581TB110,Krokek,5127,572,16.37028948,58.67702926
Sweden,ostergotland,Norrkoping,0581TB111,Lindo,5198,313,16.25565327,58.60616246
Sweden,ostergotland,Norrkoping,0581TB113,Ljunga,729,93,16.3055451,58.57907546
Sweden,ostergotland,Norrkoping,0581TB115,Marby och Marbystrand,292,64,16.29211032,58.60294352
Sweden,ostergotland,Norrkoping,0581TB117,Norsholm,556,54,15.97323815,58.50556767
Sweden,ostergotland,Norrkoping,0581TB118,Simonstorp,261,45,16.15439063,58.78445751
Sweden,ostergotland,Norrkoping,0581TB120,Skarblacka,4018,418,15.88770826,58.58392952
Sweden,ostergotland,Norrkoping,0581TB122,Svartinge,4034,555,16.00765904,58.65732584
Sweden,ostergotland,Norrkoping,0581TB123,Vanga,216,37,15.81445584,58.5813044
Sweden,ostergotland,Norrkoping,0581TB124,aby,7157,537,16.16856474,58.66706702
Sweden,ostergotland,Norrkoping,0581TB126,obonas,654,193,16.18724823,58.54373604
Sweden,ostergotland,Norrkoping,0581TB127,ostra Husby,882,127,16.55836308,58.57451102
Sweden,ostergotland,Norrkoping,0581TB135,Lundby och Malm,227,40,16.29806485,58.55441081
Sweden,ostergotland,Norrkoping,0581TB160,Kartlandet och Ringstadmo,256,83,16.08835121,58.64302073
Sweden,ostergotland,Norrkoping,0581TB161,Sidus*,204,41,16.33832008,58.61216082
Sweden,ostergotland,Norrkoping,0581TC116,Norrkoping,98088,3755,16.18481042,58.58433371
Sweden,ostergotland,Soderkoping,0582TB101,Luddingsbo,237,59,16.12168813,58.51117576
Sweden,ostergotland,Soderkoping,0582TB102,Snoveltorp,478,80,16.15728169,58.5031376
Sweden,ostergotland,Soderkoping,0582TB103,Mogata,315,55,16.45072737,58.45223015
Sweden,ostergotland,Soderkoping,0582TB105,Vastra Husby,508,54,16.17458736,58.48478955
Sweden,ostergotland,Soderkoping,0582TB106,ostra Ryd,465,97,16.16472591,58.40228077
Sweden,ostergotland,Soderkoping,0582TC104,Soderkoping,7547,508,16.33152146,58.47749665
Sweden,ostergotland,Motala,0583TB101,Borensberg,3093,298,15.26470364,58.559373
Sweden,ostergotland,Motala,0583TB102,Fornasa,436,61,15.23199927,58.477204
Sweden,ostergotland,Motala,0583TB103,Fagelsta,303,55,15.04475245,58.45504098
Sweden,ostergotland,Motala,0583TB105,Klockrike,255,42,15.33760131,58.49692161
Sweden,ostergotland,Motala,0583TB107,Nykyrka,398,56,14.97373166,58.6241702
Sweden,ostergotland,Motala,0583TB108,Tjallmo,494,72,15.34790069,58.71740849
Sweden,ostergotland,Motala,0583TB110,osterstad,315,43,15.17944205,58.52301832
Sweden,ostergotland,Motala,0583TB130,Sodra Freberga,220,22,15.02282052,58.51424656
Sweden,ostergotland,Motala,0583TC106,Motala,31340,2020,15.03339267,58.54580778
Sweden,ostergotland,Vadstena,0584TC102,Vadstena,5734,373,14.89431942,58.44607476
Sweden,ostergotland,Mjolby,0586TB101,Hogstad,230,45,15.02631105,58.33256685
Sweden,ostergotland,Mjolby,0586TB102,Mantorp,3973,354,15.28192083,58.35622884
Sweden,ostergotland,Mjolby,0586TB104,Skanninge,3390,313,15.08639296,58.39047084
Sweden,ostergotland,Mjolby,0586TB105,Spangsholm,292,31,15.23678546,58.35079892
Sweden,ostergotland,Mjolby,0586TB106,Sya,294,36,15.22510363,58.33582629
Sweden,ostergotland,Mjolby,0586TB107,Vaderstad,569,122,14.92861987,58.31284851
Sweden,ostergotland,Mjolby,0586TC103,Mjolby,13959,925,15.11588139,58.33164336
Sweden,Jonkoping,Aneby,0604TB102,Frinnaryd,228,55,14.82128705,57.93448711
Sweden,Jonkoping,Aneby,0604TB103,Sundhultsbrunn,312,46,14.91373996,57.92963718
Sweden,Jonkoping,Aneby,0604TC101,Aneby,3668,408,14.80847485,57.84163003
Sweden,Jonkoping,Gnosjo,0617TB102,Hillerstorp,1758,258,13.88290682,57.3143012
Sweden,Jonkoping,Gnosjo,0617TB103,Kulltorp,368,81,13.79113556,57.26443793
Sweden,Jonkoping,Gnosjo,0617TB105,Nissafors,301,50,13.63569702,57.40861717
Sweden,Jonkoping,Gnosjo,0617TB106,Torestorp,274,90,13.84982771,57.29973943
Sweden,Jonkoping,Gnosjo,0617TC101,Gnosjo,4474,520,13.73952439,57.35254656
Sweden,Jonkoping,Mullsjo,0642TB102,Sandhem,702,111,13.76833033,57.98586633
Sweden,Jonkoping,Mullsjo,0642TC101,Mullsjo,5755,545,13.87712516,57.9150516
Sweden,Jonkoping,Habo,0643TB101,Rodan,276,121,14.18436405,58.0500594
Sweden,Jonkoping,Habo,0643TB102,Fagerhult,322,79,14.12362926,58.00119564
Sweden,Jonkoping,Habo,0643TB103,Furusjo,346,63,13.96012596,57.92826704
Sweden,Jonkoping,Habo,0643TC104,Habo,8753,609,14.08546777,57.90422145
Sweden,Jonkoping,Gislaved,0662TB101,Anderstorp,5202,633,13.62705207,57.28073063
Sweden,Jonkoping,Gislaved,0662TB102,Broaryd,285,73,13.24489683,57.12224818
Sweden,Jonkoping,Gislaved,0662TB103,Burseryd,957,194,13.28762865,57.20240432
Sweden,Jonkoping,Gislaved,0662TB105,Hestra,1362,208,13.59223054,57.44586748
Sweden,Jonkoping,Gislaved,0662TB106,Reftele,1313,190,13.59464244,57.17441562
Sweden,Jonkoping,Gislaved,0662TB107,Skeppshult,378,96,13.37652505,57.1238957
Sweden,Jonkoping,Gislaved,0662TB108,Smalandsstenar,4560,537,13.40618372,57.15887702
Sweden,Jonkoping,Gislaved,0662TC104,Gislaved,10269,697,13.54688759,57.30274596
Sweden,Jonkoping,Vaggeryd,0665TB101,Bondstorp,230,57,13.92205211,57.58942446
Sweden,Jonkoping,Vaggeryd,0665TB102,Hok,670,90,14.27711566,57.51468714
Sweden,Jonkoping,Vaggeryd,0665TB103,Klevshult,292,66,14.09712384,57.35369097
Sweden,Jonkoping,Vaggeryd,0665TC104,Skillingaryd,4279,441,14.08707102,57.44143014
Sweden,Jonkoping,Vaggeryd,0665TC105,Vaggeryd,5613,533,14.13571959,57.49708586
Sweden,Jonkoping,Jonkoping,0680TB101,Bankeryd,8838,751,14.11624473,57.8499376
Sweden,Jonkoping,Jonkoping,0680TB103,Bottnaryd,810,87,13.8266824,57.77105536
Sweden,Jonkoping,Jonkoping,0680TB104,olmstad,434,79,14.40669667,57.92469597
Sweden,Jonkoping,Jonkoping,0680TB105,"Bosgard, Rudu och Gissebo",226,63,14.27148134,57.84343542
Sweden,Jonkoping,Jonkoping,0680TB106,Granna,2716,185,14.46849409,58.021036
Sweden,Jonkoping,Jonkoping,0680TB108,Kaxholmen,1792,161,14.305502,57.85256766
Sweden,Jonkoping,Jonkoping,0680TB109,Kortebo,861,110,14.14418253,57.81657741
Sweden,Jonkoping,Jonkoping,0680TB110,Lekeryd,777,79,14.41492936,57.77238834
Sweden,Jonkoping,Jonkoping,0680TB111,Barnarp och Odensjo,2924,201,14.17551431,57.70746172
Sweden,Jonkoping,Jonkoping,0680TB112,Ryd,221,61,13.8692284,57.72635702
Sweden,Jonkoping,Jonkoping,0680TB113,Skarstad,517,52,14.36527388,57.88955824
Sweden,Jonkoping,Jonkoping,0680TB114,Taberg,4535,397,14.0801905,57.67083271
Sweden,Jonkoping,Jonkoping,0680TB115,Tenhult,3150,262,14.3248026,57.70738546
Sweden,Jonkoping,Jonkoping,0680TB117,Tunnerstad,339,133,14.33038881,58.05090154
Sweden,Jonkoping,Jonkoping,0680TB118,oggestorp,245,40,14.38307288,57.72286045
Sweden,Jonkoping,Jonkoping,0680TB119,orserum,369,72,14.57572964,58.00558536
Sweden,Jonkoping,Jonkoping,0680TB156,Tovrida udde*,203,51,14.38694198,57.74934941
Sweden,Jonkoping,Jonkoping,0680TB158,"Hulukvarn, Ulvstorp, Vastersjon och Hedenstorp",354,241,14.0860034,57.76375923
Sweden,Jonkoping,Jonkoping,0680TC107,Jonkoping,100579,4764,14.13282362,57.74509114
Sweden,Jonkoping,Nassjo,0682TB101,Anneberg,859,118,14.80319934,57.72248971
Sweden,Jonkoping,Nassjo,0682TB102,Bodafors,2045,242,14.70221773,57.50635568
Sweden,Jonkoping,Nassjo,0682TB103,Flisby,209,65,14.79948485,57.78098862
Sweden,Jonkoping,Nassjo,0682TB104,Forserum,2128,224,14.47052629,57.70220195
Sweden,Jonkoping,Nassjo,0682TB105,Fredriksdal,306,60,14.59703438,57.61556101
Sweden,Jonkoping,Nassjo,0682TB106,Grimstorp,336,49,14.69752614,57.55800581
Sweden,Jonkoping,Nassjo,0682TB107,Malmback,1112,194,14.45972955,57.57411661
Sweden,Jonkoping,Nassjo,0682TB109,Ormaryd,213,63,14.82304158,57.66586289
Sweden,Jonkoping,Nassjo,0682TB111,Solberga,380,75,14.74594444,57.73282285
Sweden,Jonkoping,Nassjo,0682TB112,Stensjon,264,71,14.82531621,57.58136601
Sweden,Jonkoping,Nassjo,0682TB113,ang,282,52,14.56599991,57.69398333
Sweden,Jonkoping,Nassjo,0682TC108,Nassjo,18479,1197,14.70481333,57.6546161
Sweden,Jonkoping,Varnamo,0683TB101,Bor,1304,168,14.16775807,57.11426022
Sweden,Jonkoping,Varnamo,0683TB102,Bredaryd,1537,221,13.73740585,57.17346648
Sweden,Jonkoping,Varnamo,0683TB103,Forsheda,1460,170,13.83208298,57.1618353
Sweden,Jonkoping,Varnamo,0683TB104,Horda,363,71,14.25809825,57.03754308
Sweden,Jonkoping,Varnamo,0683TB105,Hanger,282,45,13.97423841,57.07563662
Sweden,Jonkoping,Varnamo,0683TB106,Karda,333,45,13.9244302,57.16978951
Sweden,Jonkoping,Varnamo,0683TB107,Lanna,354,108,13.78215081,57.22479844
Sweden,Jonkoping,Varnamo,0683TB108,Rydaholm,1629,173,14.28718588,56.98318383
Sweden,Jonkoping,Varnamo,0683TB111,aminne,219,38,14.00879775,57.12561677
Sweden,Jonkoping,Varnamo,0683TB117,Ekenhaga,220,20,14.00934833,57.19558909
Sweden,Jonkoping,Varnamo,0683TC110,Varnamo,19822,1214,14.03490061,57.1905123
Sweden,Jonkoping,Savsjo,0684TB101,Rorvik,590,122,14.57785662,57.23773956
Sweden,Jonkoping,Savsjo,0684TB102,Stockaryd,1047,160,14.59274944,57.31812234
Sweden,Jonkoping,Savsjo,0684TB104,Vrigstad,1509,218,14.47370991,57.35311525
Sweden,Jonkoping,Savsjo,0684TC103,Savsjo,5605,482,14.66402615,57.39477242
Sweden,Jonkoping,Vetlanda,0685TB101,Bjorkoby,326,85,14.90496439,57.51453741
Sweden,Jonkoping,Vetlanda,0685TB102,Ekenassjon,1545,217,15.0204721,57.48391953
Sweden,Jonkoping,Vetlanda,0685TB103,Holsbybrunn,846,124,15.20107098,57.4323088
Sweden,Jonkoping,Vetlanda,0685TB104,Kvillsfors,493,94,15.50487532,57.40520426
Sweden,Jonkoping,Vetlanda,0685TB105,Landsbro,1510,214,14.9055197,57.36881225
Sweden,Jonkoping,Vetlanda,0685TB106,Myresjo,724,119,14.96457077,57.38562429
Sweden,Jonkoping,Vetlanda,0685TB108,Paulistrom,218,69,15.5070189,57.46874683
Sweden,Jonkoping,Vetlanda,0685TB109,Sjunnen,421,57,15.17350847,57.43763447
Sweden,Jonkoping,Vetlanda,0685TB110,Skede,297,92,15.17733301,57.46971662
Sweden,Jonkoping,Vetlanda,0685TB112,Korsberga,750,125,15.12575621,57.30332155
Sweden,Jonkoping,Vetlanda,0685TC111,Vetlanda,13674,1121,15.08039064,57.42176846
Sweden,Jonkoping,Eksjo,0686TB101,Bruzaholm,238,74,15.2768643,57.64134055
Sweden,Jonkoping,Eksjo,0686TB103,Hjaltevad,383,81,15.3439647,57.62843561
Sweden,Jonkoping,Eksjo,0686TB104,Hult,430,60,15.13377354,57.64357566
Sweden,Jonkoping,Eksjo,0686TB105,Ingatorp,467,110,15.41322515,57.638126
Sweden,Jonkoping,Eksjo,0686TB106,Mariannelund,1591,223,15.57208281,57.6124545
Sweden,Jonkoping,Eksjo,0686TC102,Eksjo,11023,922,14.96847971,57.66050075
Sweden,Jonkoping,Tranas,0687TB101,Gripenberg,271,55,14.85510784,57.99211399
Sweden,Jonkoping,Tranas,0687TB102,"Hatte, Seglarvik och Sandvik",259,76,15.04165924,58.02978256
Sweden,Jonkoping,Tranas,0687TB103,Sommen,766,112,14.96471838,58.13489652
Sweden,Jonkoping,Tranas,0687TB108,Norraby,250,35,15.00549895,58.05830268
Sweden,Jonkoping,Tranas,0687TC104,Tranas,14789,1042,14.97827224,58.03129605
Sweden,Kronoberg,Uppvidinge,0760TB101,Alstermo,875,184,15.65726884,56.9728247
Sweden,Kronoberg,Uppvidinge,0760TB103,Lenhovda,1769,240,15.29231864,56.99262117
Sweden,Kronoberg,Uppvidinge,0760TB104,Norrhult-Klavrestrom,1217,287,15.15299092,57.12734956
Sweden,Kronoberg,Uppvidinge,0760TB106,alghult,457,100,15.57500212,57.01129122
Sweden,Kronoberg,Uppvidinge,0760TC105,aseda,2740,325,15.34845682,57.1665251
Sweden,Kronoberg,Lessebo,0761TB101,Hovmantorp,3202,285,15.1385604,56.78409818
Sweden,Kronoberg,Lessebo,0761TB102,Kosta,915,173,15.39630438,56.84329538
Sweden,Kronoberg,Lessebo,0761TB104,Skruv,524,122,15.36743304,56.67722213
Sweden,Kronoberg,Lessebo,0761TC103,Lessebo,3059,352,15.26922758,56.75279033
Sweden,Kronoberg,Tingsryd,0763TB103,Konga,458,100,15.12061417,56.49571276
Sweden,Kronoberg,Tingsryd,0763TB104,Linneryd,449,127,15.1291007,56.65976764
Sweden,Kronoberg,Tingsryd,0763TB105,Ryd,1450,232,14.69141507,56.46168256
Sweden,Kronoberg,Tingsryd,0763TB106,Ravemala,302,81,15.26599781,56.5587167
Sweden,Kronoberg,Tingsryd,0763TB108,Urshult,967,224,14.78505004,56.53492688
Sweden,Kronoberg,Tingsryd,0763TB109,Vackelsang,979,144,14.9171657,56.6430126
Sweden,Kronoberg,Tingsryd,0763TC107,Tingsryd,3197,417,14.97232212,56.52712821
Sweden,Kronoberg,Alvesta,0764TB102,Grimslov,601,84,14.54129499,56.73751851
Sweden,Kronoberg,Alvesta,0764TB103,Hjortsberga,253,63,14.45263892,56.91424804
Sweden,Kronoberg,Alvesta,0764TB104,Moheda,1863,258,14.57301135,57.00529798
Sweden,Kronoberg,Alvesta,0764TB105,Torpsbruk,346,64,14.57350773,57.03246111
Sweden,Kronoberg,Alvesta,0764TB106,Vislanda,1831,256,14.44785274,56.78670749
Sweden,Kronoberg,Alvesta,0764TC101,Alvesta,9255,649,14.55257303,56.90119206
Sweden,Kronoberg,almhult,0765TB101,Delary,210,46,13.9497068,56.55014364
Sweden,Kronoberg,almhult,0765TB102,Dio,932,160,14.2320603,56.64635674
Sweden,Kronoberg,almhult,0765TB103,Eneryda,330,68,14.33710135,56.70412607
Sweden,Kronoberg,almhult,0765TB105,Liatorp,540,90,14.27222992,56.66467368
Sweden,Kronoberg,almhult,0765TC106,almhult,11003,1024,14.13684868,56.55724161
Sweden,Kronoberg,Markaryd,0767TB102,Stromsnasbruk,2354,336,13.73258047,56.54970478
Sweden,Kronoberg,Markaryd,0767TB104,Traryd,751,176,13.7439628,56.57699113
Sweden,Kronoberg,Markaryd,0767TC101,Markaryd,5123,698,13.59133501,56.46365141
Sweden,Kronoberg,Vaxjo,0780TB102,Braas,1779,155,15.05127215,57.06286983
Sweden,Kronoberg,Vaxjo,0780TB103,Furuby,383,61,15.03577618,56.85315559
Sweden,Kronoberg,Vaxjo,0780TB104,Gemla,1141,190,14.65100714,56.87183252
Sweden,Kronoberg,Vaxjo,0780TB105,Ingelstad,1894,226,14.91961613,56.74100822
Sweden,Kronoberg,Vaxjo,0780TB106,Lammhult,1751,194,14.58050775,57.16834898
Sweden,Kronoberg,Vaxjo,0780TB107,Nobbele,245,53,15.02103851,56.69124169
Sweden,Kronoberg,Vaxjo,0780TB108,Rottne,2434,198,14.89461926,57.02197981
Sweden,Kronoberg,Vaxjo,0780TB109,Tavelsas,364,67,14.82353681,56.76853831
Sweden,Kronoberg,Vaxjo,0780TB111,aby,418,60,14.77616512,57.0233009
Sweden,Kronoberg,Vaxjo,0780TB112,aryd,676,81,14.97970767,56.82823041
Sweden,Kronoberg,Vaxjo,0780TB138,oja,397,59,14.62130827,56.85408449
Sweden,Kronoberg,Vaxjo,0780TC110,Vaxjo,71282,3723,14.79168087,56.88727849
Sweden,Kronoberg,Ljungby,0781TB101,Agunnaryd,230,59,14.14523333,56.74617815
Sweden,Kronoberg,Ljungby,0781TB102,Angelstad,239,61,13.75995322,56.82768026
Sweden,Kronoberg,Ljungby,0781TB103,Kanna,314,47,13.90508474,56.781558
Sweden,Kronoberg,Ljungby,0781TB104,Lagan,1642,246,13.99401191,56.91535979
Sweden,Kronoberg,Ljungby,0781TB105,Lidhult,676,130,13.43645225,56.82817957
Sweden,Kronoberg,Ljungby,0781TB107,Ryssby,776,158,14.16138424,56.8558211
Sweden,Kronoberg,Ljungby,0781TB108,Vittaryd,326,82,13.93981143,56.97056652
Sweden,Kronoberg,Ljungby,0781TC106,Ljungby,16098,1238,13.9399334,56.83029705
Sweden,Kalmar,Hogsby,0821TB101,Berga,732,144,16.02319669,57.21505567
Sweden,Kalmar,Hogsby,0821TB103,Fagelfors,390,138,15.84650402,57.20626461
Sweden,Kalmar,Hogsby,0821TB106,Ruda,612,128,16.1147709,57.11000005
Sweden,Kalmar,Hogsby,0821TC105,Hogsby,1971,264,16.02297952,57.16976246
Sweden,Kalmar,Torsas,0834TB101,Bergkvara,1221,252,16.07750653,56.39102858
Sweden,Kalmar,Torsas,0834TB102,Soderakra,934,159,16.05693777,56.44716468
Sweden,Kalmar,Torsas,0834TC103,Torsas,2042,325,16.0022187,56.40871892
Sweden,Kalmar,Morbylanga,0840TB101,Algutsrum,871,175,16.52100622,56.68488704
Sweden,Kalmar,Morbylanga,0840TB103,Degerhamn,313,99,16.4165859,56.35593081
Sweden,Kalmar,Morbylanga,0840TB104,Farjestaden,6130,687,16.48569196,56.64731942
Sweden,Kalmar,Morbylanga,0840TB105,Glomminge och Strandskogen,885,276,16.50192078,56.70231795
Sweden,Kalmar,Morbylanga,0840TB107,Gardby,261,75,16.64115826,56.60170995
Sweden,Kalmar,Morbylanga,0840TB108,Kastlosa,219,102,16.42934448,56.45200748
Sweden,Kalmar,Morbylanga,0840TB112,Skogsby,979,264,16.52228203,56.63562383
Sweden,Kalmar,Morbylanga,0840TB113,Vickleby,456,148,16.46585896,56.59216054
Sweden,Kalmar,Morbylanga,0840TB134,Stora Fro och Haga park,233,123,16.41208743,56.57464267
Sweden,Kalmar,Morbylanga,0840TC109,Morbylanga,1802,233,16.38696627,56.51905063
Sweden,Kalmar,Hultsfred,0860TB102,Jarnforsen,426,133,15.62298933,57.40903501
Sweden,Kalmar,Hultsfred,0860TB104,Malilla,1429,324,15.75659008,57.38128648
Sweden,Kalmar,Hultsfred,0860TB105,Morlunda,828,235,15.86784335,57.32043832
Sweden,Kalmar,Hultsfred,0860TB106,Rosenfors,288,73,15.84118305,57.364103
Sweden,Kalmar,Hultsfred,0860TB107,Silverdalen,666,126,15.75242,57.54055434
Sweden,Kalmar,Hultsfred,0860TB108,Vena,386,88,15.97775329,57.51893206
Sweden,Kalmar,Hultsfred,0860TB109,Virserum,1844,294,15.5790454,57.31500653
Sweden,Kalmar,Hultsfred,0860TC101,Hultsfred,5675,552,15.84111321,57.49425955
Sweden,Kalmar,Monsteras,0861TB101,Blomstermala,2322,381,16.36165358,56.96768427
Sweden,Kalmar,Monsteras,0861TB103,Fliseryd,716,140,16.25697742,57.12454102
Sweden,Kalmar,Monsteras,0861TB105,Okno,377,142,16.51468248,57.00618639
Sweden,Kalmar,Monsteras,0861TB106,Timmernabben,1412,218,16.43560057,56.96990898
Sweden,Kalmar,Monsteras,0861TC104,Monsteras,5186,512,16.4486933,57.03980677
Sweden,Kalmar,Emmaboda,0862TB104,Johansfors,415,152,15.52768786,56.697761
Sweden,Kalmar,Emmaboda,0862TB105,Langasjo,342,82,15.44789693,56.58370287
Sweden,Kalmar,Emmaboda,0862TB106,Vissefjarda,643,104,15.58110521,56.53695258
Sweden,Kalmar,Emmaboda,0862TC102,Emmaboda,5054,591,15.55077623,56.62780714
Sweden,Kalmar,Kalmar,0880TB102,Duno,435,60,16.26958176,56.63641027
Sweden,Kalmar,Kalmar,0880TB103,Hagby,834,267,16.17911029,56.55463946
Sweden,Kalmar,Kalmar,0880TB104,Halltorp,274,69,16.10189067,56.49952813
Sweden,Kalmar,Kalmar,0880TB106,Lindsdal,5977,409,16.29315362,56.73053444
Sweden,Kalmar,Kalmar,0880TB107,Ljungbyholm,1831,215,16.16485711,56.62613013
Sweden,Kalmar,Kalmar,0880TB108,Lackeby,955,123,16.29258002,56.78533281
Sweden,Kalmar,Kalmar,0880TB109,Paryd,666,125,15.92472591,56.56493469
Sweden,Kalmar,Kalmar,0880TB110,Rinkabyholm,1659,130,16.26063116,56.65631034
Sweden,Kalmar,Kalmar,0880TB111,Rockneby,980,176,16.35179373,56.80176435
Sweden,Kalmar,Kalmar,0880TB112,Smedby,3730,312,16.24814013,56.67685705
Sweden,Kalmar,Kalmar,0880TB113,Drag,576,161,16.40505484,56.78223191
Sweden,Kalmar,Kalmar,0880TB114,Trekanten,1579,276,16.12057941,56.69517697
Sweden,Kalmar,Kalmar,0880TB115,Tvarskog,391,79,16.04687124,56.62135613
Sweden,Kalmar,Kalmar,0880TB116,Vassmolosa,531,127,16.15392757,56.59406764
Sweden,Kalmar,Kalmar,0880TB117,amunnen,353,38,16.23354825,56.63082274
Sweden,Kalmar,Kalmar,0880TB137,Revsudden,206,56,16.47752313,56.77754602
Sweden,Kalmar,Kalmar,0880TC105,Kalmar,41852,2052,16.34195922,56.68309242
Sweden,Kalmar,Nybro,0881TB101,Alsterbro,416,99,15.91055774,56.94179029
Sweden,Kalmar,Nybro,0881TB102,Backebo,226,90,16.06361874,56.89063845
Sweden,Kalmar,Nybro,0881TB103,Flerohopp,200,51,15.8738,56.82320034
Sweden,Kalmar,Nybro,0881TB104,Flygsfors,225,48,15.77875266,56.84042526
Sweden,Kalmar,Nybro,0881TB105,Kristvallabrunn,221,62,16.05261417,56.77731013
Sweden,Kalmar,Nybro,0881TB108,Orrefors,759,133,15.74593,56.84003648
Sweden,Kalmar,Nybro,0881TB109,orsjo,363,81,15.7489956,56.69848037
Sweden,Kalmar,Nybro,0881TC107,Nybro,13599,1163,15.91132431,56.74842689
Sweden,Kalmar,Oskarshamn,0882TB101,Bockara,354,99,16.07008826,57.26355399
Sweden,Kalmar,Oskarshamn,0882TB102,Emsfors,317,71,16.45347209,57.14366928
Sweden,Kalmar,Oskarshamn,0882TB103,Figeholm,837,115,16.55345978,57.37352209
Sweden,Kalmar,Oskarshamn,0882TB104,Farbo,508,86,16.48694249,57.3820345
Sweden,Kalmar,Oskarshamn,0882TB105,Kristdala,974,181,16.20572092,57.40062898
Sweden,Kalmar,Oskarshamn,0882TB109,Paskallavik,1081,125,16.45552707,57.16614271
Sweden,Kalmar,Oskarshamn,0882TB112,Stangehamn,215,85,16.49966526,57.23053481
Sweden,Kalmar,Oskarshamn,0882TC108,Oskarshamn,18921,1512,16.44747931,57.27140355
Sweden,Kalmar,Vastervik,0883TB102,Ankarsrum,1278,167,16.33394677,57.69940354
Sweden,Kalmar,Vastervik,0883TB104,Edsbruk,303,68,16.47119937,58.0167753
